Instance,YearOfRecord,HousingSituation,CrimeLevel,WorkExperience,Satisfation,Gender,Age,Country,SizeOfCity,Profession,UniversityDegree,WearsGlasses,HairColor,Height,YearlyIncomeInAddition,Income
478,1940,0,120,11,#N/A,male,22,Azerbaijan,730162,purchasing manager,Bachelor,1,Black,171,0 EUR,846.93
479,1940,0,124,12,Average,other,24,Azerbaijan,1122895,receptionist,Master,1,Unknown,160,0 EUR,1858.96
480,1940,0,122,11,Happy,other,23,Azerbaijan,433891,occupational therapist,#N/A,0,Black,167,0 EUR,630.54
481,1940,0,136,12,Somewhat Happy,female,33,Azerbaijan,2066533,etchers,Bachelor,1,Black,173,0 EUR,1394.98
482,1940,0,166,28,Average,male,71,Azerbaijan,48248,procurement clerk,Master,1,Black,206,0 EUR,524.67
483,1940,0,155,20,Happy,unknown,53,Azerbaijan,587013,lead designer,Master,1,Black,195,0 EUR,1425.1
484,1940,0,140,15,Happy,unknown,36,Azerbaijan,38352,landscape architect,Master,0,Blond,190,0 EUR,394.49
485,1940,0,144,14,Happy,female,40,Azerbaijan,275738,environmental engineer,No,1,Blond,162,0 EUR,769.72
486,1940,0,117,12,Average,male,20,Azerbaijan,563720,solutions director,Bachelor,1,Black,174,0 EUR,968.7
487,1940,0,148,19,Happy,other,45,Azerbaijan,422646,postal service clerk,No,0,Blond,195,0 EUR,1024.57
488,1940,0,115,12,Average,other,19,Azerbaijan,330551,senior exchange engineer,Master,1,Black,207,0 EUR,1149.64
489,1940,0,115,12,Average,female,19,Azerbaijan,536543,software developer,Bachelor,1,Black,170,0 EUR,883.69
490,1940,0,132,13,Somewhat Happy,male,30,Azerbaijan,1235334,medical scientist,Bachelor,1,Blond,178,0 EUR,1569.76
491,1940,0,142,18,Average,male,38,Azerbaijan,42515,senior police administrative aide,No,0,#N/A,195,0 EUR,308.45
492,1940,0,156,23,Average,female,55,Azerbaijan,6372,registered nurse,Master,1,Black,167,0 EUR,535.39
493,1940,0,146,16,Happy,male,42,Azerbaijan,47456,it contracts specialist,#N/A,1,Black,186,0 EUR,246.41
494,1940,0,136,16,Average,other,33,Azerbaijan,805448,records searcher,Master,0,Brown,200,0 EUR,1189.9
495,1940,0,120,10,Happy,female,22,Azerbaijan,39146,maintenance worker,Master,1,Black,166,0 EUR,223.3
496,1940,0,160,22,Happy,female,61,Azerbaijan,882511,ios developer,#N/A,0,Blond,160,0 EUR,769.56
497,1940,0,141,16,Average,other,37,Azerbaijan,1297987,product advisor,Bachelor,1,Brown,158,0 EUR,1478.12
498,1940,0,144,17,Somewhat Happy,other,40,Azerbaijan,1155699,peoplesoft developer,No,0,Black,201,0 EUR,1263.32
499,1940,0,141,17,#N/A,other,37,Azerbaijan,72808,qa analyst,Bachelor,1,Black,195,0 EUR,426.44
500,1940,0,108,5.6,Happy,female,16,Azerbaijan,34620928,library assistant,No,1,Blond,171,0 EUR,728.5
501,1940,0,159,24,Average,male,59,Azerbaijan,1136762,quality control case reviewer,PhD,1,Blond,177,0 EUR,2771.97
502,1940,0,131,15,Average,other,29,Azerbaijan,1352586,sewing machine operator,Bachelor,0,Blond,179,0 EUR,1580.28
503,1940,0,135,15,Somewhat Happy,other,32,Azerbaijan,1340654,portfolio manager,Master,0,Brown,187,0 EUR,1800.06
504,1940,0,105,8,Happy,male,15,Azerbaijan,438072,office assistant,Bachelor,1,Black,171,0 EUR,918.77
505,1940,0,147,19,Average,#N/A,43,Azerbaijan,1917576,senior radio system network engineer,No,1,Brown,183,0 EUR,1361.16
506,1940,0,105,9,Happy,#N/A,15,Azerbaijan,3280,outreach intern,No,1,Black,207,0 EUR,162
507,1940,0,152,19,Somewhat Happy,male,50,Azerbaijan,1561521,labor law investigator,Master,0,Brown,143,0 EUR,1653.83
508,1940,0,147,17,Somewhat Happy,female,44,Azerbaijan,1078625,ip telephony design engineer,No,0,Black,172,0 EUR,1174.31
509,1940,0,147,19,Average,male,43,Azerbaijan,1299577,senior construction manager,Master,1,Red,167,0 EUR,2245.12
510,1940,0,165,26,Happy,other,69,Azerbaijan,269145,meeting and convention planner,Bachelor,1,Blond,191,0 EUR,1102.81
511,1940,0,117,10,Somewhat Happy,male,20,Azerbaijan,1126769,millwright,No,1,Blond,188,0 EUR,1249
512,1940,0,145,17,Happy,male,41,Azerbaijan,711103,policy advisor,No,0,Black,156,0 EUR,950.73
513,1940,0,148,19,Happy,male,45,Azerbaijan,93866,postal service clerk,Master,0,Black,181,0 EUR,623.3
514,1940,0,122,11,Happy,other,23,Azerbaijan,562599,personal financial advisor,No,0,Brown,158,0 EUR,802.21
515,1940,0,166,28,Average,#N/A,71,Azerbaijan,40587,senior case support associate,No,0,Black,173,0 EUR,490.81
516,1940,0,158,25,Average,male,58,Azerbaijan,2240974,statistician,0,1,Blond,208,0 EUR,3675.08
517,1940,0,143,18,Average,other,39,Azerbaijan,64944,school mental health consultant,Bachelor,0,Blond,196,0 EUR,439.19
518,1940,0,153,19,Somewhat Happy,male,51,Azerbaijan,1105007,information security audit and compliance manager,Bachelor,0,Black,182,0 EUR,1513.33
519,1940,0,147,19,Average,female,44,Azerbaijan,2506,resiliency engineer,No,1,Black,169,0 EUR,298.68
520,1940,0,158,22,Happy,female,58,Azerbaijan,812539,maintenance facilitator,Master,0,Blond,197,0 EUR,1340.64
521,1940,0,138,15,Somewhat Happy,female,35,Azerbaijan,1374956,nutritionist,Bachelor,1,Blond,160,0 EUR,1435.55
522,1940,0,159,24,Average,other,59,Azerbaijan,711,program planner,No,1,Black,202,0 EUR,533.35
523,1940,0,136,17,Average,other,33,Azerbaijan,2195052,systems analyst,Bachelor,0,Blond,194,0 EUR,1645.85
524,1940,0,143,17,Average,female,39,Azerbaijan,22282,senior operations associate,No,1,Black,137,0 EUR,330.51
525,1940,0,131,11,Happy,female,29,Azerbaijan,214474,etl lead,No,0,#N/A,162,0 EUR,706.41
526,1940,0,149,19,Somewhat Happy,#N/A,46,Azerbaijan,1091628,outreach assistant,Master,0,Brown,184,0 EUR,2014.95
527,1940,0,150,19,Somewhat Happy,male,47,Azerbaijan,1509352,nutritionist,Bachelor,1,#N/A,180,0 EUR,1720.58
528,1940,0,155,21,Happy,other,54,Azerbaijan,547275,performance management specialist,Bachelor,1,Black,155,0 EUR,1282.61
529,1940,0,134,14,Somewhat Happy,male,31,Azerbaijan,1219735,pest control aide,Bachelor,1,Brown,189,0 EUR,1469.53
530,1940,0,113,10,Average,male,18,Azerbaijan,551702,procurement contracting officer,Master,0,Blond,166,0 EUR,1057.6
531,1940,0,134,13,Happy,male,31,Azerbaijan,872815,office manager,0,0,Brown,164,0 EUR,1533.73
532,1940,0,146,16,Happy,male,42,Azerbaijan,57317,information security architecture & engineering manager,Master,0,Brown,186,0 EUR,372.91
533,1940,0,122,12,Average,other,23,Azerbaijan,1771430,quality management specialist,Bachelor,1,Black,161,0 EUR,1625.65
534,1940,0,119,12,Average,female,21,Azerbaijan,699276,team coach team leader,No,1,Blond,153,0 EUR,923.79
535,1940,0,135,12,Somewhat Happy,male,32,Azerbaijan,1099755,glazier,No,1,Red,155,0 EUR,1151.25
536,1940,0,144,16,Somewhat Happy,female,40,Azerbaijan,1908355,operations manager,PhD,1,Brown,160,0 EUR,2018.99
537,1940,0,159,23,Happy,other,60,Azerbaijan,936004,letterer and sign painter,Bachelor,0,Blond,196,147409.35 EUR,148453.61
538,1940,0,136,15,Average,female,33,Azerbaijan,806748,processor,Bachelor,1,Red,158,0 EUR,929.92
539,1940,0,131,12,Happy,other,29,Azerbaijan,484870,information security officer,Master,0,Blond,167,0 EUR,1116.13
540,1940,0,149,18,Somewhat Happy,other,46,Azerbaijan,1287058,medical assistant,Bachelor,0,Brown,171,0 EUR,1562.04
541,1940,0,174,33,Average,male,87,Azerbaijan,798970,prosecutor,No,1,Black,175,0 EUR,890.28
542,1940,0,110,10,Average,male,17,Azerbaijan,19048,project development coordinator,Bachelor,0,Black,177,0 EUR,201.96
543,1940,0,145,19,Average,male,41,Azerbaijan,1372607,shuttle car operator,#N/A,1,Blond,200,0 EUR,1413.86
544,1940,0,148,18,Somewhat Happy,male,45,Azerbaijan,1110883,office machine repairer,Bachelor,1,Brown,150,0 EUR,1469.65
545,1940,0,148,21,Average,other,45,Azerbaijan,155689,typist,Bachelor,0,Brown,205,0 EUR,1200.81
546,1940,0,115,10,Happy,female,19,Azerbaijan,570250,payment analyst,Master,1,#N/A,174,0 EUR,1035.09
547,1940,0,136,16,Average,female,33,Azerbaijan,5646,senior service desk agent,PhD,0,Blond,153,61984.56 EUR,62440.09
548,1940,0,110,11,Average,other,17,Azerbaijan,160368,staff auditor,No,0,Black,185,0 EUR,812.57
549,1940,0,155,22,Average,male,53,Azerbaijan,37992,program specialist,Master,0,Black,189,0 EUR,443.18
550,1940,0,155,27,Happy,unknown,74,Bahrain,330195,investment officer,#N/A,0,Black,193,0 EUR,4211.87
551,1940,0,149,24,Happy,male,62,Bahrain,176317,open market order coordinator,#N/A,1,Blond,208,0 EUR,4461.54
552,1940,0,113,12,Average,female,23,Bahrain,420395,railroad conductor,Bachelor,0,Blond,167,0 EUR,5403.05
553,1940,0,130,15,Happy,male,37,Bahrain,64145,junior z/os engineer,Bachelor,1,Blond,193,0 EUR,4576.95
554,1940,0,111,10,Happy,female,22,Bahrain,98243,measurer,No,0,Red,139,0 EUR,3547.81
555,1940,0,135,21,Average,other,42,Bahrain,76961,Aerial Erector,Master,0,Black,210,0 EUR,5480.37
556,1940,0,106,11,Average,other,19,Bahrain,1613472,senior mainframe programmer analyst,Master,1,Black,158,0 EUR,7014.13
557,1940,0,115,12,Average,female,24,Bahrain,26480,public policy and training coordinator,Bachelor,0,Black,166,79966.75 EUR,84301.9
558,1940,0,110,11,Happy,other,21,Bahrain,59981,plasterer,No,0,Brown,169,0 EUR,3706.74
559,1940,0,113,11,Happy,#N/A,23,Bahrain,60098,plumber's helper,Master,0,Red,150,0 EUR,5435
560,1940,0,138,19,Somewhat Happy,male,46,Bahrain,1735861,penalty processing unit cashier,Master,1,Black,158,0 EUR,7191.99
561,1940,0,121,15,Average,#N/A,29,Bahrain,67497,Actress,Master,1,Black,153,0 EUR,5623.92
562,1940,0,154,29,Average,male,72,Bahrain,85851,senior data scientist,Master,1,Black,232,0 EUR,5633.94
563,1940,0,155,27,Somewhat Happy,male,74,Bahrain,1462298,instrumentation specialist,Bachelor,1,Blond,182,0 EUR,6187.4
564,1940,0,4,11,Average,male,20,Belarus,1513603,program manager,Bachelor,0,Blond,170,0 EUR,1508.87
565,1940,0,4,11,Somewhat Happy,male,22,Belarus,1524182,postsecondary teacher,Bachelor,1,Brown,180,0 EUR,1502.22
566,1940,0,4,10,Happy,male,19,Belarus,248892,physicist,Master,1,Brown,190,0 EUR,1062.75
567,1940,0,5,11,Somewhat Happy,male,24,Belarus,1105571,mailroom section supervisor,No,1,Black,154,0 EUR,1108.03
568,1940,0,4,8,Somewhat Happy,male,15,Belarus,2001507,molder,0,0,Blond,175,0 EUR,2073.23
569,1940,0,4,8,Happy,male,17,Belarus,34308,investigator,Bachelor,1,Red,168,0 EUR,241.64
570,1940,0,6,23,Average,other,50,Belarus,1497623,support worker,Master,1,Black,205,30524.56 EUR,32986.55
571,1940,0,6,26,Somewhat Happy,unknown,67,Belarus,1365877,paralegal,Bachelor,1,Black,169,0 EUR,1675.31
572,1940,0,4,9,Happy,male,17,Belarus,801434,market researcher,Master,0,Black,209,0 EUR,966.05
573,1940,0,5,8,Somewhat Happy,male,23,Belarus,2274548,data manager,Master,0,Blond,162,0 EUR,1515.55
574,1940,0,6,25,Average,unknown,58,Belarus,80874,tax incentives director,No,0,Red,193,0 EUR,469.34
575,1940,0,4,10,Average,other,14,Belarus,1541856,senior research analyst,Bachelor,1,Black,210,0 EUR,1446.54
576,1940,0,5,12,Somewhat Happy,male,29,Belarus,1267678,packager,PhD,0,Black,120,0 EUR,1874.87
577,1940,0,5,15,Happy,male,36,Belarus,26178,nuclear technicians,Bachelor,0,Black,155,0 EUR,334.88
578,1940,0,7,38,Average,other,102,Belarus,20460026,purchasing manager,Bachelor,0,Brown,176,68332.25 EUR,70525.59
579,1940,0,5,16,Average,#N/A,36,Belarus,52140,program analyst,Bachelor,1,Blond,169,0 EUR,360.49
580,1940,0,5,12,Happy,male,32,Belarus,475677,greeter,No,1,Black,179,0 EUR,701.68
581,1940,0,5,17,Average,unknown,38,Belarus,30969,septic tank servicer,Master,0,Black,150,73862.67 EUR,74381.1
582,1940,0,5,18,Average,female,38,Belarus,67517,sharepoint developer,Bachelor,1,Black,150,0 EUR,427.34
583,1940,0,6,27,Happy,male,70,Belarus,201504,personal and home care aide,No,1,Brown,174,0 EUR,1090.76
584,1940,0,4,5.6,Happy,female,20,Belarus,820356,hostler,Bachelor,0,Black,170,0 EUR,764.83
585,1940,0,6,17,Happy,other,52,Belarus,374566,data architect,No,0,Black,168,0 EUR,779.68
586,1940,0,5,12,Happy,other,27,Belarus,97181,news and street vendor,Bachelor,0,#N/A,151,0 EUR,326.03
587,1940,0,5,10,Happy,other,25,Belarus,62092,housekeeping cleaner,Master,1,Brown,192,0 EUR,334.81
588,1940,0,5,17,Average,male,34,Belarus,524610,strategic initiatives coordinator,PhD,0,Red,158,0 EUR,1261.41
589,1940,0,4,9,Average,#N/A,16,Belarus,70241,real estate manager,Bachelor,0,Black,159,0 EUR,276.42
590,1940,0,5,17,Happy,other,42,Belarus,653866,mental health coordinator,Master,1,Black,169,0 EUR,1200.71
591,1940,0,5,15,Happy,male,34,Belarus,75240,operations manager,Bachelor,0,Blond,169,0 EUR,321.78
592,1940,0,5,13,Average,female,25,Belarus,29501,social science research assistant,Bachelor,1,Black,169,0 EUR,296.65
593,1940,0,4,9,Happy,male,14,Belarus,146168,port marine engineer,Bachelor,0,#N/A,188,0 EUR,879.54
594,1940,0,5,12,Somewhat Happy,other,25,Belarus,1975665,port marine engineer,Master,0,Blond,183,0 EUR,1861.17
595,1940,0,4,10,Happy,male,19,Belarus,527461,open data lead analyst,#N/A,0,#N/A,208,0 EUR,1048.11
596,1940,0,5,14,Average,male,30,Belarus,1111177,procurement analyst,0,0,Blond,184,100326.9 EUR,102772.73
597,1940,0,6,31,Happy,other,82,Belarus,805686,pipelayer,Bachelor,0,Blond,155,0 EUR,1489.08
598,1940,0,5,11,Happy,female,31,Belarus,663333,facilities clerk,Bachelor,1,Blond,174,0 EUR,824.63
599,1940,0,6,21,Happy,female,53,Belarus,27645,order filler,#N/A,0,Blond,169,0 EUR,305.31
600,1940,0,4,10,Average,other,16,Belarus,1266811,senior inspector,Master,0,Black,176,0 EUR,1760.24
601,1940,0,5,12,Average,#N/A,24,Belarus,1236711,program associate,No,0,Blond,154,0 EUR,1132.48
602,1940,0,5,13,Happy,#N/A,27,Belarus,285383,paperhanger,Bachelor,0,Red,186,0 EUR,878.85
603,1940,0,6,20,Somewhat Happy,male,48,Belarus,1494279,packager,Master,0,Black,211,59080.54 EUR,61028.11
604,1940,0,5,12,#N/A,male,23,Belarus,72813,residential advisor,Master,1,Brown,192,0 EUR,328.76
605,1940,0,5,17,Happy,male,41,Belarus,9563,maid,Bachelor,0,Brown,191,0 EUR,322.05
606,1940,0,5,15,Happy,male,34,Belarus,306353,medical technician,Bachelor,0,Black,203,0 EUR,912.31
607,1940,0,5,11,Somewhat Happy,#N/A,23,Belarus,1716229,office manager,No,1,Black,167,0 EUR,1207.6
608,1940,0,6,19,Happy,male,46,Belarus,469408,permit records assistant,Master,1,Black,172,0 EUR,1277.74
609,1940,0,6,24,Average,#N/A,55,Belarus,83814,web application developer,Master,1,Blond,168,93939.73 EUR,94632.9
610,1940,0,4,8,Somewhat Happy,other,14,Belarus,1247303,optometrist,Master,0,Red,160,0 EUR,1608.55
611,1940,0,4,12,Average,other,18,Belarus,701995,stonemason,No,0,#N/A,185,0 EUR,747.38
612,1940,0,5,13,Happy,male,30,Belarus,793133,metrics and reporting engineer,Bachelor,1,Black,187,0 EUR,880.02
613,1940,0,5,15,Average,male,31,Belarus,778424,senior network specialist,No,0,Black,154,46643.29 EUR,47433.99
614,1940,0,6,23,Average,female,57,Belarus,798098,project manager,Master,0,Blond,159,0 EUR,1254.66
615,1940,0,5,12,Happy,male,28,Belarus,405694,iron worker,Bachelor,1,Black,176,0 EUR,909.2
616,1940,0,6,29,Average,female,74,Belarus,59204,senior data scientist,PhD,0,Blond,176,0 EUR,1005.19
617,1940,0,4,10,Average,male,16,Belarus,1316014,sanitation engineer,Bachelor,0,Black,190,0 EUR,1364.77
618,1940,0,6,21,Average,other,46,Belarus,2383947,umpire,No,1,Blond,190,0 EUR,1750.96
619,1940,0,6,23,Happy,female,62,Belarus,22030,mail clerk,No,1,#N/A,143,0 EUR,325.13
620,1940,0,4,8,Somewhat Happy,male,16,Belarus,1586094,juvenile justice trainer,No,1,Blond,185,0 EUR,1087.45
621,1940,0,5,15,Average,female,31,Belarus,799221,senior project analyst,#N/A,0,Brown,146,0 EUR,743.12
622,1940,0,6,25,Average,male,60,Belarus,2477859,senior investment analyst,Master,0,Brown,146,0 EUR,2251.69
623,1940,0,5,19,Average,male,43,Belarus,27972,social worker,Bachelor,1,Black,163,375.1 EUR,740.36
624,1940,0,6,24,Happy,male,64,Belarus,531432,mechanical engineer,Bachelor,0,Blond,181,0 EUR,1184.37
625,1940,0,4,9,Somewhat Happy,male,16,Belarus,1743247,physical scientist,No,1,Brown,206,0 EUR,1159.24
626,1940,0,4,11,Average,male,20,Belarus,60012,respiratory therapist,PhD,0,Blond,190,0 EUR,437.44
627,1940,0,4,10,Average,other,19,Belarus,161745,program administrator,Master,1,Brown,160,0 EUR,961.87
628,1940,0,6,22,Average,male,51,Belarus,1608342,senior security analyst,No,0,Black,160,0 EUR,1410.82
629,1940,0,5,13,Somewhat Happy,female,34,Belarus,1443104,licensed vocational nurse,Master,0,Black,133,0 EUR,1739.7
630,1940,0,4,6.3,Somewhat Happy,female,16,Belarus,1075603,peoplesoft developer,No,1,Red,156,0 EUR,1165.99
631,1940,0,5,16,Average,other,34,Belarus,17206,senior service desk agent,Master,0,Brown,175,0 EUR,401.25
632,1940,0,5,15,Happy,other,32,Belarus,68853,policeman,Master,1,Black,187,0 EUR,443.92
633,1940,0,6,23,Average,unknown,55,Belarus,676464,spending analyst,Bachelor,1,Black,151,0 EUR,1250.19
634,1940,0,6,21,Average,female,52,Belarus,7079,public relations manager,Bachelor,1,Red,160,0 EUR,475.96
635,1940,0,5,14,Average,male,25,Belarus,101448,special consultant,No,0,Brown,185,0 EUR,923.47
636,1940,0,5,19,Average,other,42,Belarus,1459953,senior technology analyst/coordinator,PhD,0,Brown,154,0 EUR,2515.03
637,1940,0,6,25,Somewhat Happy,male,62,Belarus,1192507,plumbing inspector,Master,1,Blond,196,0 EUR,2142.02
638,1940,0,4,9,Somewhat Happy,male,18,Belarus,2005775,medical records and health information technician,PhD,1,Brown,186,0 EUR,1830.38
639,1940,0,6,20,Average,other,46,Belarus,1320253,sales agent,Master,0,Brown,167,0 EUR,2108.43
640,1940,0,5,14,Average,other,28,Belarus,286421,senior human resources specialist,Bachelor,1,Black,182,0 EUR,912.31
641,1940,0,6,20,Somewhat Happy,#N/A,49,Belarus,1018162,pharmacist,Master,0,Brown,164,0 EUR,1838.3
642,1940,0,6,20,Average,female,49,Belarus,7675,program analyst,Bachelor,1,Brown,184,0 EUR,476.88
643,1940,0,5,16,Happy,female,41,Belarus,4637,manager,Bachelor,1,Black,162,0 EUR,369.07
644,1940,0,4,10,Somewhat Happy,male,19,Belarus,1764821,operations customer service liaison,Master,1,Black,174,0 EUR,1597.66
645,1940,0,6,19,Average,male,46,Belarus,1651407,product promoter,Master,1,Black,177,0 EUR,2133.2
646,1940,0,5,14,Happy,female,38,Belarus,16441,health diagnosing and treating practitioner,PhD,0,Brown,136,0 EUR,330.44
647,1940,0,5,14,Happy,#N/A,30,Belarus,55432,postal service clerk,Master,0,Black,194,0 EUR,374.83
648,1940,0,6,21,Happy,other,51,Belarus,100034,policy writer,Bachelor,0,#N/A,165,0 EUR,1226.78
649,1940,0,6,22,Average,female,52,Belarus,776592,school mental health consultant,Bachelor,1,Black,180,69940.34 EUR,71217.51
650,1940,0,4,12,Average,male,22,Belarus,684725,public health adviser,Bachelor,0,Red,187,0 EUR,956.93
651,1940,0,6,24,Average,female,62,Belarus,79863,process reform analyst intern,Bachelor,0,Black,144,0 EUR,441.19
652,1940,0,6,20,Happy,other,52,Belarus,381925,medical scientist,No,0,Brown,153,0 EUR,913.51
653,1940,0,4,3.5,Somewhat Happy,female,15,Belarus,2647951,dynamic crm developer,Master,0,Black,150,0 EUR,1458.38
654,1940,0,5,12,Somewhat Happy,other,29,Belarus,1053483,materials scientist,#N/A,0,Brown,160,0 EUR,1033.68
655,1940,0,5,15,Happy,other,34,Belarus,224006,musician,#N/A,0,Blond,186,0 EUR,765.44
656,1940,0,5,12,Average,other,25,Belarus,1106941,purchasing manager,Bachelor,0,Brown,170,126973.66 EUR,128535.23
657,1940,0,5,13,Happy,unknown,26,Belarus,10443,permit records assistant,Master,1,Black,205,0 EUR,409.56
658,1940,0,5,17,Happy,male,43,Belarus,853481,medicolegal investigator,Master,1,Black,151,0 EUR,1237.57
659,1940,0,5,13,Average,male,29,Belarus,369666,procurement analyst,Bachelor,0,Black,158,120810.16 EUR,121637.34
660,1940,0,5,15,Average,female,28,Belarus,737134,sewer pipe cleaner,Bachelor,0,Brown,185,0 EUR,950.33
661,1940,0,5,16,Average,male,32,Belarus,44532,senior quality oversight analyst,Bachelor,0,Blond,198,0 EUR,334
662,1940,0,4,11,Happy,male,21,Belarus,62590,payroll supervisor,Bachelor,0,Black,201,0 EUR,275.03
663,1940,0,6,22,Happy,male,54,Belarus,572519,payroll liaison,Master,0,Black,194,0 EUR,1428.19
664,1940,0,5,17,Average,other,35,Belarus,1533393,statistical analyst,No,0,Brown,187,0 EUR,1367.25
665,1940,0,5,12,Somewhat Happy,unknown,25,Belarus,1647522,materials scientist,Bachelor,1,Blond,208,0 EUR,1458.39
666,1940,0,5,20,Average,other,45,Belarus,1407405,senior programmer,#N/A,1,Blond,188,0 EUR,1721.79
667,1940,0,4,11,Average,female,22,Belarus,747819,program executive,Bachelor,0,Blond,177,0 EUR,800.23
668,1940,0,5,13,Happy,male,28,Belarus,85448,office assistant,Bachelor,0,Black,188,0 EUR,364.35
669,1940,0,4,9,Happy,male,15,Belarus,87333,petroleum technician,No,0,Blond,193,0 EUR,218.06
670,1940,0,5,20,Average,other,45,Belarus,308843,senior project manager,Bachelor,0,Blond,161,0 EUR,1151.63
671,1940,0,4,10,Average,female,15,Belarus,679849,security administrator,Bachelor,1,Brown,173,0 EUR,905.97
672,1940,0,5,18,Happy,other,42,Belarus,805076,postsecondary teacher,No,0,Black,195,0 EUR,992.31
673,1940,0,5,9,Happy,male,25,Belarus,89311,escalation line team leader,Master,1,Brown,173,0 EUR,282.11
674,1940,0,6,24,Somewhat Happy,other,60,Belarus,1048841,physical therapist assistant,#N/A,0,Black,173,0 EUR,1155.27
675,1940,0,4,10,Happy,male,20,Belarus,784078,network engineer,Bachelor,0,Blond,168,0 EUR,819.72
676,1940,0,6,24,Average,other,56,Belarus,97979,senior program officer,#N/A,1,Brown,188,0 EUR,381.72
677,1940,0,4,9,Average,unknown,15,Belarus,548638,project specialist,Master,1,Red,188,0 EUR,1015.18
678,1940,0,6,19,Happy,male,54,Belarus,543242,geological technician ,Bachelor,0,Blond,155,0 EUR,1027.67
679,1940,0,5,13,Average,other,23,Belarus,1726076,urban technology architect,Bachelor,0,#N/A,168,0 EUR,1475.93
680,1940,0,5,11,Happy,male,24,Belarus,187055,it business analyst,No,0,#N/A,202,0 EUR,717.12
681,1940,0,4,11,Average,female,17,Belarus,1145882,Advertising Clerk,Bachelor,1,Brown,145,0 EUR,1511.77
682,1940,0,5,20,Average,male,44,Belarus,676952,stock worker level ii,Bachelor,0,Brown,153,0 EUR,960.73
683,1940,0,5,14,Average,male,28,Belarus,382743,senior safety accident investigator,PhD,1,Blond,169,0 EUR,1482.91
684,1940,0,5,11,#N/A,male,23,Belarus,1120209,market researcher,PhD,1,Brown,187,0 EUR,2030.95
685,1940,0,6,20,Average,female,47,Belarus,761884,religious worker,Bachelor,0,Black,159,19586.42 EUR,20713.59
686,1940,0,5,11,Happy,male,24,Belarus,8575,police surgeon,Master,0,Black,141,0 EUR,336
687,1940,0,6,23,Average,other,53,Belarus,1088155,sociologist,Master,0,Brown,173,0 EUR,1951.67
688,1940,0,5,13,Average,male,24,Belarus,894820,radio room operator,No,1,Blond,215,0 EUR,784.08
689,1940,0,5,15,Happy,other,42,Belarus,37704,hearing officer,No,0,Blond,153,0 EUR,260.45
690,1940,0,6,22,Happy,male,55,Belarus,24331,ordnance handling expert,Bachelor,1,Brown,176,0 EUR,421.36
691,1940,0,6,17,Somewhat Happy,unknown,48,Belarus,1900889,engraver,No,0,Black,201,0 EUR,1256.45
692,1940,0,4,10,Happy,male,20,Belarus,4710,meter reader,No,0,Black,169,0 EUR,216.92
693,1940,0,4,8,Happy,male,17,Belarus,869488,iron worker,#N/A,1,Brown,179,0 EUR,925.42
694,1940,0,5,16,Average,male,32,Belarus,123754,senior application engineer,#N/A,0,Brown,186,0 EUR,756.94
695,1940,0,5,18,Somewhat Happy,female,44,Belarus,1404662,penalty processing unit cashier,No,1,Brown,129,0 EUR,1322.84
696,1940,0,6,21,Average,female,46,Belarus,90386,Advertising Assistant,No,0,Brown,157,0 EUR,434.48
697,1940,0,4,10,Happy,other,19,Belarus,74368,preschool teacher,Master,1,Black,154,0 EUR,300.17
698,1940,0,5,11,Happy,female,29,Belarus,59337,fire inspector,Master,0,Black,153,0 EUR,311.4
699,1940,0,6,21,Average,other,49,Belarus,181127,sailor,Bachelor,1,Blond,170,0 EUR,982.08
700,1940,0,6,18,Somewhat Happy,other,56,Belarus,1423876,community service manager,Bachelor,1,Black,166,0 EUR,1356.65
701,1940,0,5,12,Average,female,23,Belarus,340700,public relations specialist,Bachelor,1,Brown,162,0 EUR,844.19
702,1940,0,5,19,Average,male,40,Belarus,577188,service desk manager,No,0,Black,193,74164.68 EUR,75168.73
703,1940,0,4,5.6,Happy,female,15,Belarus,20402,outreach assistant,#N/A,1,Brown,179,0 EUR,195.59
704,1940,0,5,19,Average,other,40,Belarus,1582070,sewer,Master,0,Red,198,0 EUR,1892.76
705,1940,0,5,11,Somewhat Happy,female,23,Belarus,1083005,plan examiner,Bachelor,1,Black,176,0 EUR,1462.48
706,1940,0,6,25,Average,male,59,Belarus,1098738,strategic operations policy analyst,Bachelor,1,Black,172,0 EUR,2282.52
707,1940,0,5,13,Average,#N/A,26,Belarus,75088,projects coordinator,Bachelor,0,Black,164,0 EUR,260.08
708,1940,0,5,13,Somewhat Happy,other,37,Belarus,2183487,employee benefits coordinator,Bachelor,1,Brown,191,0 EUR,1379.74
709,1940,0,4,12,Average,other,20,Belarus,998826,stock worker level ii,Master,0,#N/A,172,0 EUR,1146.68
710,1940,0,5,16,#N/A,male,37,Belarus,1619750,program specialist,#N/A,0,Red,180,0 EUR,1113.01
711,1940,0,5,12,Happy,unknown,25,Belarus,356358,patternmaker,Bachelor,0,Blond,169,0 EUR,980.47
712,1940,0,5,17,Happy,female,41,Belarus,26550,operations desktop support technician,#N/A,0,Brown,171,0 EUR,487.31
713,1940,0,4,9,Average,other,14,Belarus,22511,roustabout,Bachelor,1,Black,169,0 EUR,251.77
714,1940,0,5,14,Average,male,30,Belarus,756211,quality assurance auditor,Master,0,Black,125,0 EUR,1037.3
715,1940,0,5,13,Happy,female,33,Belarus,47688,mathematician,Master,0,Brown,137,0 EUR,310.81
